zip_code,town,town_website_description,town_link,wikipedia,wikipedia_link,street,school,town_square,open_space_or_landmark,extra,school_thumbnail,school_license,school_license_url,school_description,school_artist,school_username,open_space_or_landmark_thumbnail,open_space_or_landmark_license,open_space_or_landmark_license_url,open_space_or_landmark_description,open_space_or_landmark_artist,open_space_or_landmark_username,street_thumbnail,street_license,street_license_url,street_description,street_artist,street_username,town_square_thumbnail,town_square_license,town_square_license_url,town_square_description,town_square_artist,town_square_username
1742,CONCORD,"Located 20 miles west of Boston, Concord is a picturesque New England community of handsome residences, preserved open spaces, family-owned farms and thriving commercial centers. The town is served by MBTA commuter rail to Boston, Cambridge and Fitchburg; and a commuter bus to Boston. State highway Route 2 runs through Concord, and Routes 128/95 and 495 are conveniently accessed. The K-12 public school system includes three elementary schools, one middle school (on two campuses), and a regional high school with the Town of Carlisle. Concord is also a member of the Minute Man Regional School District, with a campus located in neighboring Lexington, offering an alternative high school in Applied Arts and Sciences to residents.",https://www.concordma.gov/1017/About-Concord,,"https://en.wikipedia.org/wiki/Concord,_Massachusetts","https://commons.wikimedia.org/wiki/File:Thomas_Hubbard_House,_Concord_MA.jpg",https://alcott.concordps.org/,"https://commons.wikimedia.org/wiki/File:Concord,_Mass_2012-0072.jpg",https://www.flickr.com/photos/bostonphotosphere/45220102184,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Thomas_Hubbard_House%2C_Concord_MA.jpg/120px-Thomas_Hubbard_House%2C_Concord_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Thomas Hubbard House, Concord MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Concord%2C_Mass_2012-0072.jpg/120px-Concord%2C_Mass_2012-0072.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Concord, Mass 2012-0072","<a href=""//commons.wikimedia.org/wiki/User:Victorgrigas"" title=""User:Victorgrigas"">Victorgrigas</a>",Victorgrigas
2030,DOVER,"Dover is located in Norfolk County, about forty minutes from downtown Boston. As a predominantly residential town, it provides a peaceful rural setting with many scenic roads. The residents of Dover strongly support the protection and acquisition of Open Space to maintain the country-like-feel. There are miles of shady trails and woods for walking, cross-country skiing, birding, and horseback riding, as well as access to the Charles River. Public education is highly valued by the community as shown by the consistent ranking at the top for schools in the state and the nation. There is a high degree of volunteerism and an active senior community. ",http://www.doverma.org/town-information/about-dover/,,"https://en.wikipedia.org/wiki/Dover,_Massachusetts","https://commons.wikimedia.org/wiki/File:Caryl_Community_Center_-_Dover,_MA_-_DSC09497.JPG",https://www.doversherborn.org/page.cfm?p=1160,"https://commons.wikimedia.org/wiki/File:Town_Hall_-_Dover,_MA_-_DSC09509.JPG","https://commons.wikimedia.org/wiki/File:Dover_Town_Library_-_Dover,_MA_-_DSC09482.JPG",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Dover_Town_Library_-_Dover%2C_MA_-_DSC09482.JPG/120px-Dover_Town_Library_-_Dover%2C_MA_-_DSC09482.JPG,Public domain,,"Dover Town Library - Dover, MA - DSC09482",Daderot,Daderot,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Caryl_Community_Center_-_Dover%2C_MA_-_DSC09497.JPG/120px-Caryl_Community_Center_-_Dover%2C_MA_-_DSC09497.JPG,Public domain,,"Caryl Community Center - Dover, MA - DSC09497",Daderot,Daderot,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Town_Hall_-_Dover%2C_MA_-_DSC09509.JPG/120px-Town_Hall_-_Dover%2C_MA_-_DSC09509.JPG,Public domain,,"Town Hall - Dover, MA - DSC09509",Daderot,Daderot
2332,DUXBURY," Duxbury is primarily a residential community on the Atlantic coast in Plymouth County Massachusetts, located on the South Shore approximately 35 miles to the southeast of Boston. Over $26 million of Duxbury's annual budget is devoted to the town's nationally recognized public school system. According to Newsweek magazine's 2005, 2006 and 2007 rankings of the Nation's Top 1200 Public High Schools (the top 5% of public school systems), Duxbury was ranked at 246, 185 and 142 respectively. For buses in Duxbury, the local Greater Attleboro Taunton Regional Transit Authority (GATRA) bus passes through the town on the SAIL line (Seaside Area Inter-town Link) and it stops at Halls Corner shopping district (South Duxbury), Island Creek, Millbrook Motors (Cox Corner), and the Duxbury Free Library (Millbrook). Another Bus Line that goes through Duxbury is the P&B Line (Plymouth & Brockton) which stops at Millbrook Motors (Cox Corner). The last bus line that goes through Duxbury 

",https://www.town.duxbury.ma.us/about-duxbury,,"https://en.wikipedia.org/wiki/Duxbury,_Massachusetts","https://commons.wikimedia.org/wiki/File:Sweetser%27s_General_Store,_Duxbury_MA.jpg","https://commons.wikimedia.org/wiki/File:Duxbury_High_School,_Duxbury_MA.jpg",https://commons.wikimedia.org/wiki/File:Duxbury_MA_Town_Offices.jpg,"https://en.wikipedia.org/wiki/Duxbury,_Massachusetts",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Duxbury_High_School%2C_Duxbury_MA.jpg/120px-Duxbury_High_School%2C_Duxbury_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Duxbury High School, Duxbury MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Sweetser%27s_General_Store%2C_Duxbury_MA.jpg/120px-Sweetser%27s_General_Store%2C_Duxbury_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Sweetser's General Store, Duxbury MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Duxbury_MA_Town_Offices.jpg/120px-Duxbury_MA_Town_Offices.jpg,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,Duxbury MA Town Offices,"T.S. Custadio aka <a href=""https://en.wikipedia.org/wiki/User:ToddC4176"" class=""extiw"" title=""en:User:ToddC4176"">ToddC4176</a> at <a class=""external text"" href=""http://en.wikipedia.org"">en.wikipedia</a>",File Upload Bot (Magnus Manske)
2032,EAST WALPOLE,"Walpole is a town in Norfolk County, Massachusetts, and is located about 13 miles south of Downtown Boston. Walpole has many parks and athletic fields, which are mostly active during the spring and summer months due to the cold winter climate of Walpole and the surrounding area. Francis William Bird Park is located in Walpole. It is an 89-acre (360,000 m2) landscaped park, owned and maintained by The Trustees of Reservations. Over three miles (5 km) of walking and biking paths wind through the park, traversing streams across old granite bridges and passing through rolling, grassy meadows punctuated with mature shade trees, tree groves, and ponds. Commuter rail service from Boston's South Station is provided by the MBTA with the Walpole and Plimptonville stops on its Franklin Line.The 34E bus route also runs through Walpole, terminating in the center of town. Walpole is bordered by: Dover to the North, Westwood, Canton and Norwood to the Northeast, Sharon to the East, Foxboro to the South, Norfolk and Medfield to the West.",https://www.walpole-ma.gov/,,"https://en.wikipedia.org/wiki/Walpole,_Massachusetts#Demographics","https://commons.wikimedia.org/wiki/File:Main_Street_looking_south,_Walpole_MA.jpg",http://walpolebs.ss5.sharpschool.com/home,"https://commons.wikimedia.org/wiki/File:Walpole_Union_Station,_Walpole_MA.jpg",https://commons.wikimedia.org/wiki/File:LieutLewis.jpg,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/LieutLewis.jpg/67px-LieutLewis.jpg,Public domain,,LieutLewis,John Stephen Dwyer,Dwyer~commonswiki,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Main_Street_looking_south%2C_Walpole_MA.jpg/120px-Main_Street_looking_south%2C_Walpole_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Main Street looking south, Walpole MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Walpole_Union_Station%2C_Walpole_MA.jpg/120px-Walpole_Union_Station%2C_Walpole_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Walpole Union Station, Walpole MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
1929,ESSEX,,https://www.essexma.org/,"Essex is located 11 miles northeast of Salem and 33 mile northeast of Boston. Though not accessible directly by a major highway, Route 128 clips the corner of town, with exits located in neighboring Manchester-by-the-Sea and Gloucester. The Ipswich Essex Explorer bus provides weekend service during the summer connecting with the MBTA Commuter Rail at Ipswich along the Newburyport/Rockport Line, as well as providing service to Crane Beach and other nearby attractions. The Rockport portion of the commuter rail line passes through neighboring Manchester-by-the-Sea and Gloucester.","https://en.wikipedia.org/wiki/Essex,_Massachusetts",https://commons.wikimedia.org/wiki/File:MA_Route_133_eastbound_entering_Essex_MA.jpg,https://en.wikipedia.org/wiki/Manchester_Essex_Regional_Middle/High_School#/media/File:MERHS.jpg,"https://commons.wikimedia.org/wiki/File:Looking_north_on_Main_St,_Essex_MA.jpg","https://commons.wikimedia.org/wiki/File:Essex,_MA.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/MERHS.jpg/120px-MERHS.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,MERHS,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Thejqa&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Thejqa (page does not exist)"">Thejqa</a>",Thejqa,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Essex%2C_MA.jpg/120px-Essex%2C_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Essex, MA","<a href=""//commons.wikimedia.org/wiki/User:Fletcher6"" title=""User:Fletcher6"">Fletcher6</a>",Fletcher6,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/MA_Route_133_eastbound_entering_Essex_MA.jpg/120px-MA_Route_133_eastbound_entering_Essex_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,MA Route 133 eastbound entering Essex MA,"<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Looking_north_on_Main_St%2C_Essex_MA.jpg/120px-Looking_north_on_Main_St%2C_Essex_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Looking north on Main St, Essex MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
1745,FAYVILLE,,https://www.southboroughtown.com/,"Fayville is part of Southborough, a wealthy town in Worcester County, Massachusetts, United States. Southborough was named Number 31 in the nation on CNN Money's ""100 Best Places to Live"" in 2009. The MBTA Commuter Rail's Framingham/Worcester Line train stops at Southborough Station, which opened to commuters on June 22, 2002. The station is located in the Cordaville neighborhood, on Route 85 near the border with Hopkinton. As of October 2007, ten daily round-trip trains provide service to Boston via the Back Bay and South Station terminals. Interstate 495 and the Massachusetts Turnpike (Interstate 90) both pass through Southborough, although neither have interchanges within town limits.","https://en.wikipedia.org/wiki/Southborough,_Massachusetts#Education","https://commons.wikimedia.org/wiki/File:Town_House_and_Congregational_Church,_Southborough_MA.jpg",https://www.nsboro.k12.ma.us/woodward,https://es.m.wikipedia.org/wiki/Archivo:Center_of_Southborough_Massachusetts.jpg,https://www.flickr.com/photos/mysouthborough/2939432327,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Town_House_and_Congregational_Church%2C_Southborough_MA.jpg/120px-Town_House_and_Congregational_Church%2C_Southborough_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Town House and Congregational Church, Southborough MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Center_of_Southborough_Massachusetts.jpg/120px-Center_of_Southborough_Massachusetts.jpg,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,Center of Southborough Massachusetts,"<a href=""//commons.wikimedia.org/w/index.php?title=Template:Sfoskett~commonswiki&amp;action=edit&amp;redlink=1"" class=""new"" title=""Template:Sfoskett~commonswiki (page does not exist)"">Template:Sfoskett~commonswiki</a>",Sfoskett~commonswiki
2035,FOXBOROUGH,"
Foxborough is a town in Norfolk County, Massachusetts, United States, about 22 miles southwest of Boston, 18 miles northeast of Providence, Rhode Island and about 73 miles northwest of Cape Cod. Located at the intersections of Interstates 95 and 495, it is known by its residents as “the Gem of Norfolk County”. The town is best known as the site of Gillette Stadium, home of the New England Patriots of the National Football League and the New England Revolution of Major League Soccer. Foxborough has a public school system. The Foxborough Public Schools (FPS) district currently has an enrollment of over 3,000 children in grades from pre-school to grade 12. Foxborough High School is also known for its music program, which includes a string orchestra, symphony orchestra, chorus, marching band, concert band, symphonic winds, winds ensemble and jazz band/choir. 
",http://foxboroughma.gov/Pages/index,,"https://en.wikipedia.org/wiki/Foxborough,_Massachusetts","https://commons.wikimedia.org/wiki/File:Congregational_Church,_Foxborough_MA.jpg",https://patch.com/massachusetts/foxborough/foxborough-hs-outside-top-50-public-schools-ma-2019-rankings,"https://commons.wikimedia.org/wiki/File:Foxboro_MBTA_station,_Foxborough_MA.jpg",,https://www.flickr.com/photos/dpstyles/5805781450,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Congregational_Church%2C_Foxborough_MA.jpg/120px-Congregational_Church%2C_Foxborough_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Congregational Church, Foxborough MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Foxboro_MBTA_station%2C_Foxborough_MA.jpg/120px-Foxboro_MBTA_station%2C_Foxborough_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Foxboro MBTA station, Foxborough MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
2038,FRANKLIN,"The Town of Franklin is a city in Norfolk County. The Town of Franklin is home to the country's first library, the Franklin Public Library with its first books donated by Benjamin Franklin in 1790. It also contains the largest Catholic parish in the Boston Archdiocese, St. Mary's Catholic church, with some 15,000 members. The Franklin Public Schools have six elementary schools, three middle schools, and one high school. Franklin is also home to Tri-County Regional Vocational Technical High School and one charter school (Grades K - 8). Franklin has easy access to major cities like Boston and Providence with its two exits along I-495 at Route 140 and King St. Commuter rail service from Boston's South Station is provided by the MBTA with the Forge Park/495 and Dean College stops on its Franklin Line. Franklin, and the surrounding towns also have a bus system, that is part of the Greater Attleboro Taunton Regional Transit Authority (GATRA) bus authority. Its route includes stops to the Municipal Building, Senior Center, Franklin Public Library, and the Franklin Village Shopping center.",https://www.franklinma.gov/,,"https://en.wikipedia.org/wiki/Franklin,_Massachusetts","https://commons.wikimedia.org/wiki/File:Main_Street,_Franklin_MA.jpg",https://www.flickr.com/photos/55935853@N00/4871921635,https://www.flickr.com/photos/55935853@N00/4871921635,"https://en.m.wikipedia.org/wiki/File:Franklin_-_Dean_College_MBTA_station,_Franklin_MA.jpg",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Franklin_-_Dean_College_MBTA_station%2C_Franklin_MA.jpg/120px-Franklin_-_Dean_College_MBTA_station%2C_Franklin_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Franklin - Dean College MBTA station, Franklin MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Main_Street%2C_Franklin_MA.jpg/120px-Main_Street%2C_Franklin_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Main Street, Franklin MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,
1833,GEORGETOWN,,https://www.georgetownma.gov/,"Georgetown is located approximately 10 miles east of Lawrence and 28 miles north of Boston, north of the center of Essex County. It is about 30 minutes north of Boston. Interstate 95 crosses through the eastern half of town, with one exit within the town, at Route 133. Route 133 crosses from east to west through town, with Route 97 crossing from northwest to south. Both state routes share a short stretch of road near the town center. The town has no mass transit; the nearest rail service can be found along the Newburyport/Rockport Line of the MBTA Commuter Rail in Rowley.","https://en.wikipedia.org/wiki/Georgetown,_Massachusetts","https://commons.wikimedia.org/wiki/File:MA_Route_133_Eastbound_in_Georgetown_Center,_MA.jpg","https://commons.wikimedia.org/wiki/File:Georgetown_High_School,_Georgetown_MA.jpg",https://commons.wikimedia.org/wiki/File:Georgetown_Town_Hall.jpg,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Georgetown_High_School%2C_Georgetown_MA.jpg/120px-Georgetown_High_School%2C_Georgetown_MA.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Georgetown High School, Georgetown MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/MA_Route_133_Eastbound_in_Georgetown_Center%2C_MA.jpg/120px-MA_Route_133_Eastbound_in_Georgetown_Center%2C_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"MA Route 133 Eastbound in Georgetown Center, MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Georgetown_Town_Hall.jpg/120px-Georgetown_Town_Hall.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Georgetown Town Hall,"<a href=""//commons.wikimedia.org/wiki/User:Pvmoutside"" title=""User:Pvmoutside"">Pvmoutside</a>",Pvmoutside
2338,HALIFAX,,http://www.town.halifax.ma.us/Pages/index,"Halifax is approximately 12 miles west of Plymouth, 13 miles southeast of Brockton, and 33 miles south-southeast of Boston. Halifax is a member of the Silver Lake Regional School District, along with Plympton and Kingston. The three towns operate their own elementary schools, with middle school students attending Silver Lake Regional Middle School and high school students attending Silver Lake Regional High School, both of which are in Kingston. Halifax Elementary School is located between the library and fire station in the town center, and serves students from kindergarten through sixth grade. The two major routes through town are Routes 58 and 106.The Kingston-Route 3 Line of the MBTA's commuter rail service passes through the northeastern corner of town, with a station just west of Route 36. The route provides service between nearby Kingston and Plymouth and South Station in Boston.","https://en.wikipedia.org/wiki/Halifax,_Massachusetts",https://commons.wikimedia.org/wiki/File:MA_Route_36_southbound_entering_Halifax_MA.jpg,,,"https://commons.wikimedia.org/wiki/File:Halifax_MBTA_station,_Halifax_MA.jpg",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Halifax_MBTA_station%2C_Halifax_MA.jpg/120px-Halifax_MBTA_station%2C_Halifax_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Halifax MBTA station, Halifax MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/MA_Route_36_southbound_entering_Halifax_MA.jpg/120px-MA_Route_36_southbound_entering_Halifax_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,MA Route 36 southbound entering Halifax MA,"<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,
2339,HANOVER,,https://www.hanover-ma.gov/about-our-town,"Hanover is a small town on the South Shore in Massachusetts off of Route 3. Hanover is about 17 miles north of Plymouth, 23 miles southeast of Boston. The Plymouth & Brockton daily bus service offers service daily from South Station in Boston all the way down to Cape Cod. The bus stop in Rockland would be most convenient to get to Hanover, just a few minutes away. Hanover can also be accessed via the T or the Commuter Rail, which both drop you off about 10 minutes away from the Town of Hanover, in the neighboring towns with train stations. Hanover is proud of its school system which ranks high in both state and national levels. Sixty-five to seventy percent of graduates from the Hanover schools typically pursue college careers. Hanover is very quaint and bordered by Norwell on the north and east, Pembroke and Hanson on the south, and Rockland on the west and northwest.",https://en.wikivoyage.org/wiki/Hanover_(Massachusetts),"https://commons.wikimedia.org/wiki/File:MA_Route_139,_West_Hanover_MA.jpg","https://commons.wikimedia.org/wiki/File:Hanover_High_School,_Hanover_MA.jpg",https://commons.wikimedia.org/wiki/File:Hanover_MA_Town_Hall.jpg,https://www.flickr.com/photos/masstravel/7109616985,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Hanover_High_School%2C_Hanover_MA.jpg/120px-Hanover_High_School%2C_Hanover_MA.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Hanover High School, Hanover MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/MA_Route_139%2C_West_Hanover_MA.jpg/120px-MA_Route_139%2C_West_Hanover_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"MA Route 139, West Hanover MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Hanover_MA_Town_Hall.jpg/120px-Hanover_MA_Town_Hall.jpg,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,Hanover MA Town Hall,"T.S. Custadio aka <a href=""https://en.wikipedia.org/wiki/User:ToddC4176"" class=""extiw"" title=""en:User:ToddC4176"">ToddC4176</a> at <a class=""external text"" href=""http://en.wikipedia.org"">en.wikipedia</a>",File Upload Bot (Magnus Manske)
1451,HARVARD,"Harvard is a well preserved rural community with an interesting history extending back to 1732 when the town was incorporated. . Situated in Worcester County, Harvard is 32 miles west of Boston, and 22 miles northeast of Worcester. Routes 2 and 495 run through the town, and the Nashua River forms its western boundary. Today it is an affluent residential town noted for its excellent public schools, with its students consistently ranking in the state's top ten test results in English and math.",https://www.harvard.ma.us/, ,"https://en.wikipedia.org/wiki/Harvard,_Massachusetts#/media/File:Harvard_public_library.jpg",,"https://commons.wikimedia.org/wiki/File:Congregational_Church_and_General_Store,_Harvard_MA.jpg",http://hildreth.psharvard.org/,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Congregational_Church_and_General_Store%2C_Harvard_MA.jpg/120px-Congregational_Church_and_General_Store%2C_Harvard_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Congregational Church and General Store, Harvard MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,,,,,,,,,,,,,
2043,HINGHAM," Hingham is 15 miles southeast of Boston; 16 miles northeast of Brockton; 30 miles north of Plymouth; 42 miles from Providence, Rhode Island. Hingham is proud of its location on the water, including 21 miles of shoreline and construction of a new harbor park further expands the public use of Hingham Harbor. Public transportation is currently served by the commuter boat ferry service from the Hingham Shipyard to Rowes Wharf in downtown Boston, the MBTA's Bus Route 220, with Route 222 also passing through a small section of town, and the MBTA Commuter Rail to Boston South Station. Commuter rail has been restored along the Greenbush Line through Hingham. Trains stop at two stations in town; West Hingham and Nantasket Junction.",https://www.hingham-ma.gov/434/About-Hingham,,"https://en.wikipedia.org/wiki/Hingham,_Massachusetts#Transportation","https://commons.wikimedia.org/wiki/File:MA_Route_228,_Hingham_MA.jpg","https://en.wikipedia.org/wiki/Hingham,_Massachusetts#/media/File:SouthStreetHingham.jpg","https://commons.wikimedia.org/wiki/File:Hingham_High_School,_Hingham_MA.jpg","https://commons.wikimedia.org/wiki/File:Webb_Memorial_State_Park,_Hingham_MA.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/SouthStreetHingham.jpg/120px-SouthStreetHingham.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,SouthStreetHingham,Timothy Valentine,FlickreviewR,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Webb_Memorial_State_Park%2C_Hingham_MA.jpg/120px-Webb_Memorial_State_Park%2C_Hingham_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Webb Memorial State Park, Hingham MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/MA_Route_228%2C_Hingham_MA.jpg/120px-MA_Route_228%2C_Hingham_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"MA Route 228, Hingham MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Hingham_High_School%2C_Hingham_MA.jpg/120px-Hingham_High_School%2C_Hingham_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Hingham High School, Hingham MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
